Comunidad autónoma de residencia	Concepto turístico	Tipo de dato	Periodo	Total
09 Cataluña	Gasto medio diario por persona	Variación anual	2017T2	-8,06
09 Cataluña	Gasto medio diario por persona	Variación anual	2017T1	2
09 Cataluña	Gasto medio diario por persona	Variación anual	2016T4	3,81
09 Cataluña	Gasto medio diario por persona	Variación anual	2016T3	5,5
09 Cataluña	Gasto medio diario por persona	Variación anual	2016T2	12,2
09 Cataluña	Gasto medio diario por persona	Variación anual	2016T1	12,78
09 Cataluña	Gasto medio diario por persona	Variación anual	2015T4	""
09 Cataluña	Gasto medio diario por persona	Variación anual	2015T3	""
09 Cataluña	Gasto medio diario por persona	Variación anual	2015T2	""
09 Cataluña	Gasto medio diario por persona	Variación anual	2015T1	""
09 Cataluña	Gasto medio diario por persona	Variación anual del acumulado en lo que va de año	2021T2	-18,01
09 Cataluña	Gasto medio diario por persona	Variación anual del acumulado en lo que va de año	2021T1	-35,72
09 Cataluña	Gasto medio diario por persona	Variación anual del acumulado en lo que va de año	2020T4	-29,37
09 Cataluña	Gasto medio diario por persona	Variación anual del acumulado en lo que va de año	2020T3	-26,76
09 Cataluña	Gasto medio diario por persona	Variación anual del acumulado en lo que va de año	2020T2	-15,25
09 Cataluña	Gasto medio diario por persona	Variación anual del acumulado en lo que va de año	2020T1	-1,79
09 Cataluña	Gasto medio diario por persona	Variación anual del acumulado en lo que va de año	2019T4	3,07
09 Cataluña	Gasto medio diario por persona	Variación anual del acumulado en lo que va de año	2019T3	3,36
09 Cataluña	Gasto medio diario por persona	Variación anual del acumulado en lo que va de año	2019T2	2,82
09 Cataluña	Gasto medio diario por persona	Variación anual del acumulado en lo que va de año	2019T1	-2,73
09 Cataluña	Gasto medio diario por persona	Variación anual del acumulado en lo que va de año	2018T4	9,76
09 Cataluña	Gasto medio diario por persona	Variación anual del acumulado en lo que va de año	2018T3	11,92
09 Cataluña	Gasto medio diario por persona	Variación anual del acumulado en lo que va de año	2018T2	12,7
09 Cataluña	Gasto medio diario por persona	Variación anual del acumulado en lo que va de año	2018T1	13,46
09 Cataluña	Gasto medio diario por persona	Variación anual del acumulado en lo que va de año	2017T4	0,91
09 Cataluña	Gasto medio diario por persona	Variación anual del acumulado en lo que va de año	2017T3	-0,66
09 Cataluña	Gasto medio diario por persona	Variación anual del acumulado en lo que va de año	2017T2	-2,74
09 Cataluña	Gasto medio diario por persona	Variación anual del acumulado en lo que va de año	2017T1	2
09 Cataluña	Gasto medio diario por persona	Variación anual del acumulado en lo que va de año	2016T4	8,33
09 Cataluña	Gasto medio diario por persona	Variación anual del acumulado en lo que va de año	2016T3	9,57
09 Cataluña	Gasto medio diario por persona	Variación anual del acumulado en lo que va de año	2016T2	10,44
09 Cataluña	Gasto medio diario por persona	Variación anual del acumulado en lo que va de año	2016T1	12,78
09 Cataluña	Gasto medio diario por persona	Variación anual del acumulado en lo que va de año	2015T4	""
09 Cataluña	Gasto medio diario por persona	Variación anual del acumulado en lo que va de año	2015T3	""
09 Cataluña	Gasto medio diario por persona	Variación anual del acumulado en lo que va de año	2015T2	""
09 Cataluña	Gasto medio diario por persona	Variación anual del acumulado en lo que va de año	2015T1	""
10 Comunitat Valenciana	Viajes	Valor absoluto	2021T2	3.819.093
10 Comunitat Valenciana	Viajes	Valor absoluto	2021T1	1.996.462
10 Comunitat Valenciana	Viajes	Valor absoluto	2020T4	2.430.667
10 Comunitat Valenciana	Viajes	Valor absoluto	2020T3	4.220.883
10 Comunitat Valenciana	Viajes	Valor absoluto	2020T2	949.687
10 Comunitat Valenciana	Viajes	Valor absoluto	2020T1	2.812.720
10 Comunitat Valenciana	Viajes	Valor absoluto	2019T4	3.500.214
10 Comunitat Valenciana	Viajes	Valor absoluto	2019T3	5.382.263
10 Comunitat Valenciana	Viajes	Valor absoluto	2019T2	5.084.857
10 Comunitat Valenciana	Viajes	Valor absoluto	2019T1	3.871.187
10 Comunitat Valenciana	Viajes	Valor absoluto	2018T4	3.982.052
10 Comunitat Valenciana	Viajes	Valor absoluto	2018T3	5.771.265
10 Comunitat Valenciana	Viajes	Valor absoluto	2018T2	4.557.125
10 Comunitat Valenciana	Viajes	Valor absoluto	2018T1	3.418.731
10 Comunitat Valenciana	Viajes	Valor absoluto	2017T4	3.782.517
10 Comunitat Valenciana	Viajes	Valor absoluto	2017T3	5.313.218
10 Comunitat Valenciana	Viajes	Valor absoluto	2017T2	4.455.706
10 Comunitat Valenciana	Viajes	Valor absoluto	2017T1	3.282.710
10 Comunitat Valenciana	Viajes	Valor absoluto	2016T4	3.672.753
10 Comunitat Valenciana	Viajes	Valor absoluto	2016T3	5.359.967
10 Comunitat Valenciana	Viajes	Valor absoluto	2016T2	3.231.078
10 Comunitat Valenciana	Viajes	Valor absoluto	2016T1	3.184.393
10 Comunitat Valenciana	Viajes	Valor absoluto	2015T4	3.061.049
10 Comunitat Valenciana	Viajes	Valor absoluto	2015T3	4.934.398
10 Comunitat Valenciana	Viajes	Valor absoluto	2015T2	4.244.125
10 Comunitat Valenciana	Viajes	Valor absoluto	2015T1	2.641.438
10 Comunitat Valenciana	Viajes	Distribución porcentual	2021T2	11,1
10 Comunitat Valenciana	Viajes	Distribución porcentual	2021T1	13,1
10 Comunitat Valenciana	Viajes	Distribución porcentual	2020T4	14,1
10 Comunitat Valenciana	Viajes	Distribución porcentual	2020T3	9,1
10 Comunitat Valenciana	Viajes	Distribución porcentual	2020T2	10,5
10 Comunitat Valenciana	Viajes	Distribución porcentual	2020T1	9,6
10 Comunitat Valenciana	Viajes	Distribución porcentual	2019T4	8,6
10 Comunitat Valenciana	Viajes	Distribución porcentual	2019T3	8,8
10 Comunitat Valenciana	Viajes	Distribución porcentual	2019T2	10,1
10 Comunitat Valenciana	Viajes	Distribución porcentual	2019T1	9,3
10 Comunitat Valenciana	Viajes	Distribución porcentual	2018T4	9,9
10 Comunitat Valenciana	Viajes	Distribución porcentual	2018T3	8,9
10 Comunitat Valenciana	Viajes	Distribución porcentual	2018T2	9
10 Comunitat Valenciana	Viajes	Distribución porcentual	2018T1	8,4
10 Comunitat Valenciana	Viajes	Distribución porcentual	2017T4	9,4
10 Comunitat Valenciana	Viajes	Distribución porcentual	2017T3	8,3
10 Comunitat Valenciana	Viajes	Distribución porcentual	2017T2	8,8
10 Comunitat Valenciana	Viajes	Distribución porcentual	2017T1	8,4
10 Comunitat Valenciana	Viajes	Distribución porcentual	2016T4	9,7
10 Comunitat Valenciana	Viajes	Distribución porcentual	2016T3	8,8
10 Comunitat Valenciana	Viajes	Distribución porcentual	2016T2	7,6
10 Comunitat Valenciana	Viajes	Distribución porcentual	2016T1	7,9
10 Comunitat Valenciana	Viajes	Distribución porcentual	2015T4	8,1
10 Comunitat Valenciana	Viajes	Distribución porcentual	2015T3	8,5
10 Comunitat Valenciana	Viajes	Distribución porcentual	2015T2	9,1
10 Comunitat Valenciana	Viajes	Distribución porcentual	2015T1	8,1
10 Comunitat Valenciana	Viajes	Acumulado en lo que va de año	2021T2	5.815.555
10 Comunitat Valenciana	Viajes	Acumulado en lo que va de año	2021T1	1.996.462
10 Comunitat Valenciana	Viajes	Acumulado en lo que va de año	2020T4	10.413.957
10 Comunitat Valenciana	Viajes	Acumulado en lo que va de año	2020T3	7.983.290
10 Comunitat Valenciana	Viajes	Acumulado en lo que va de año	2020T2	3.762.406
10 Comunitat Valenciana	Viajes	Acumulado en lo que va de año	2020T1	2.812.720
10 Comunitat Valenciana	Viajes	Acumulado en lo que va de año	2019T4	17.838.521
10 Comunitat Valenciana	Viajes	Acumulado en lo que va de año	2019T3	14.338.307
10 Comunitat Valenciana	Viajes	Acumulado en lo que va de año	2019T2	8.956.044
10 Comunitat Valenciana	Viajes	Acumulado en lo que va de año	2019T1	3.871.187
10 Comunitat Valenciana	Viajes	Acumulado en lo que va de año	2018T4	17.729.174
10 Comunitat Valenciana	Viajes	Acumulado en lo que va de año	2018T3	13.747.122
10 Comunitat Valenciana	Viajes	Acumulado en lo que va de año	2018T2	7.975.857
10 Comunitat Valenciana	Viajes	Acumulado en lo que va de año	2018T1	3.418.731
10 Comunitat Valenciana	Viajes	Acumulado en lo que va de año	2017T4	16.834.151
10 Comunitat Valenciana	Viajes	Acumulado en lo que va de año	2017T3	13.051.634
10 Comunitat Valenciana	Viajes	Acumulado en lo que va de año	2017T2	7.738.416
10 Comunitat Valenciana	Viajes	Acumulado en lo que va de año	2017T1	3.282.710
10 Comunitat Valenciana	Viajes	Acumulado en lo que va de año	2016T4	15.448.191
10 Comunitat Valenciana	Viajes	Acumulado en lo que va de año	2016T3	11.775.438
10 Comunitat Valenciana	Viajes	Acumulado en lo que va de año	2016T2	6.415.471
10 Comunitat Valenciana	Viajes	Acumulado en lo que va de año	2016T1	3.184.393
10 Comunitat Valenciana	Viajes	Acumulado en lo que va de año	2015T4	14.881.009
10 Comunitat Valenciana	Viajes	Acumulado en lo que va de año	2015T3	11.819.960
10 Comunitat Valenciana	Viajes	Acumulado en lo que va de año	2015T2	6.885.562
10 Comunitat Valenciana	Viajes	Acumulado en lo que va de año	2015T1	2.641.438
10 Comunitat Valenciana	Viajes	Distribución porcentual del acumulado	2021T2	11,7
10 Comunitat Valenciana	Viajes	Distribución porcentual del acumulado	2021T1	13,1
10 Comunitat Valenciana	Viajes	Distribución porcentual del acumulado	2020T4	10,3
10 Comunitat Valenciana	Viajes	Distribución porcentual del acumulado	2020T3	9,5
10 Comunitat Valenciana	Viajes	Distribución porcentual del acumulado	2020T2	9,8
10 Comunitat Valenciana	Viajes	Distribución porcentual del acumulado	2020T1	9,6
10 Comunitat Valenciana	Viajes	Distribución porcentual del acumulado	2019T4	9,2
10 Comunitat Valenciana	Viajes	Distribución porcentual del acumulado	2019T3	9,3
10 Comunitat Valenciana	Viajes	Distribución porcentual del acumulado	2019T2	9,7
10 Comunitat Valenciana	Viajes	Distribución porcentual del acumulado	2019T1	9,3
10 Comunitat Valenciana	Viajes	Distribución porcentual del acumulado	2018T4	9
10 Comunitat Valenciana	Viajes	Distribución porcentual del acumulado	2018T3	8,8
10 Comunitat Valenciana	Viajes	Distribución porcentual del acumulado	2018T2	8,7
10 Comunitat Valenciana	Viajes	Distribución porcentual del acumulado	2018T1	8,4
10 Comunitat Valenciana	Viajes	Distribución porcentual del acumulado	2017T4	8,7
10 Comunitat Valenciana	Viajes	Distribución porcentual del acumulado	2017T3	8,5
10 Comunitat Valenciana	Viajes	Distribución porcentual del acumulado	2017T2	8,6
10 Comunitat Valenciana	Viajes	Distribución porcentual del acumulado	2017T1	8,4
10 Comunitat Valenciana	Viajes	Distribución porcentual del acumulado	2016T4	8,5
10 Comunitat Valenciana	Viajes	Distribución porcentual del acumulado	2016T3	8,2
10 Comunitat Valenciana	Viajes	Distribución porcentual del acumulado	2016T2	7,7
10 Comunitat Valenciana	Viajes	Distribución porcentual del acumulado	2016T1	7,9
10 Comunitat Valenciana	Viajes	Distribución porcentual del acumulado	2015T4	8,5
10 Comunitat Valenciana	Viajes	Distribución porcentual del acumulado	2015T3	8,6
10 Comunitat Valenciana	Viajes	Distribución porcentual del acumulado	2015T2	8,7
10 Comunitat Valenciana	Viajes	Distribución porcentual del acumulado	2015T1	8,1
10 Comunitat Valenciana	Viajes	Variación anual	2021T2	302,14
10 Comunitat Valenciana	Viajes	Variación anual	2021T1	-29,02
10 Comunitat Valenciana	Viajes	Variación anual	2020T4	-30,56
10 Comunitat Valenciana	Viajes	Variación anual	2020T3	-21,58
10 Comunitat Valenciana	Viajes	Variación anual	2020T2	-81,32
10 Comunitat Valenciana	Viajes	Variación anual	2020T1	-27,34
10 Comunitat Valenciana	Viajes	Variación anual	2019T4	-12,1
10 Comunitat Valenciana	Viajes	Variación anual	2019T3	-6,74
10 Comunitat Valenciana	Viajes	Variación anual	2019T2	11,58
10 Comunitat Valenciana	Viajes	Variación anual	2019T1	13,23
10 Comunitat Valenciana	Viajes	Variación anual	2018T4	5,28
10 Comunitat Valenciana	Viajes	Variación anual	2018T3	8,62
10 Comunitat Valenciana	Viajes	Variación anual	2018T2	2,28
10 Comunitat Valenciana	Viajes	Variación anual	2018T1	4,14
10 Comunitat Valenciana	Viajes	Variación anual	2017T4	2,99
10 Comunitat Valenciana	Viajes	Variación anual	2017T3	-0,87
10 Comunitat Valenciana	Viajes	Variación anual	2017T2	37,9
10 Comunitat Valenciana	Viajes	Variación anual	2017T1	3,09
10 Comunitat Valenciana	Viajes	Variación anual	2016T4	19,98
10 Comunitat Valenciana	Viajes	Variación anual	2016T3	8,62
10 Comunitat Valenciana	Viajes	Variación anual	2016T2	-23,87
10 Comunitat Valenciana	Viajes	Variación anual	2016T1	20,56
10 Comunitat Valenciana	Viajes	Variación anual	2015T4	""
10 Comunitat Valenciana	Viajes	Variación anual	2015T3	""
10 Comunitat Valenciana	Viajes	Variación anual	2015T2	""
10 Comunitat Valenciana	Viajes	Variación anual	2015T1	""
10 Comunitat Valenciana	Viajes	Variación anual del acumulado en lo que va de año	2021T2	54,57
10 Comunitat Valenciana	Viajes	Variación anual del acumulado en lo que va de año	2021T1	-29,02
10 Comunitat Valenciana	Viajes	Variación anual del acumulado en lo que va de año	2020T4	-41,62
10 Comunitat Valenciana	Viajes	Variación anual del acumulado en lo que va de año	2020T3	-44,32
10 Comunitat Valenciana	Viajes	Variación anual del acumulado en lo que va de año	2020T2	-57,99
10 Comunitat Valenciana	Viajes	Variación anual del acumulado en lo que va de año	2020T1	-27,34
10 Comunitat Valenciana	Viajes	Variación anual del acumulado en lo que va de año	2019T4	0,62
10 Comunitat Valenciana	Viajes	Variación anual del acumulado en lo que va de año	2019T3	4,3
10 Comunitat Valenciana	Viajes	Variación anual del acumulado en lo que va de año	2019T2	12,29
10 Comunitat Valenciana	Viajes	Variación anual del acumulado en lo que va de año	2019T1	13,23
10 Comunitat Valenciana	Viajes	Variación anual del acumulado en lo que va de año	2018T4	5,32
10 Comunitat Valenciana	Viajes	Variación anual del acumulado en lo que va de año	2018T3	5,33
10 Comunitat Valenciana	Viajes	Variación anual del acumulado en lo que va de año	2018T2	3,07
10 Comunitat Valenciana	Viajes	Variación anual del acumulado en lo que va de año	2018T1	4,14
10 Comunitat Valenciana	Viajes	Variación anual del acumulado en lo que va de año	2017T4	8,97
10 Comunitat Valenciana	Viajes	Variación anual del acumulado en lo que va de año	2017T3	10,84
10 Comunitat Valenciana	Viajes	Variación anual del acumulado en lo que va de año	2017T2	20,62
10 Comunitat Valenciana	Viajes	Variación anual del acumulado en lo que va de año	2017T1	3,09
10 Comunitat Valenciana	Viajes	Variación anual del acumulado en lo que va de año	2016T4	3,81
10 Comunitat Valenciana	Viajes	Variación anual del acumulado en lo que va de año	2016T3	-0,38
10 Comunitat Valenciana	Viajes	Variación anual del acumulado en lo que va de año	2016T2	-6,83
10 Comunitat Valenciana	Viajes	Variación anual del acumulado en lo que va de año	2016T1	20,56
10 Comunitat Valenciana	Viajes	Variación anual del acumulado en lo que va de año	2015T4	""
10 Comunitat Valenciana	Viajes	Variación anual del acumulado en lo que va de año	2015T3	""
10 Comunitat Valenciana	Viajes	Variación anual del acumulado en lo que va de año	2015T2	""
10 Comunitat Valenciana	Viajes	Variación anual del acumulado en lo que va de año	2015T1	""
10 Comunitat Valenciana	Duración media de los viajes	Valor absoluto	2021T2	2,6
10 Comunitat Valenciana	Duración media de los viajes	Valor absoluto	2021T1	3,66
10 Comunitat Valenciana	Duración media de los viajes	Valor absoluto	2020T4	2,94
10 Comunitat Valenciana	Duración media de los viajes	Valor absoluto	2020T3	6
10 Comunitat Valenciana	Duración media de los viajes	Valor absoluto	2020T2	4,86
10 Comunitat Valenciana	Duración media de los viajes	Valor absoluto	2020T1	3,34
10 Comunitat Valenciana	Duración media de los viajes	Valor absoluto	2019T4	2,96
10 Comunitat Valenciana	Duración media de los viajes	Valor absoluto	2019T3	6,04
10 Comunitat Valenciana	Duración media de los viajes	Valor absoluto	2019T2	2,91
10 Comunitat Valenciana	Duración media de los viajes	Valor absoluto	2019T1	2,94
10 Comunitat Valenciana	Duración media de los viajes	Valor absoluto	2018T4	3,26
10 Comunitat Valenciana	Duración media de los viajes	Valor absoluto	2018T3	6,33
10 Comunitat Valenciana	Duración media de los viajes	Valor absoluto	2018T2	2,92
10 Comunitat Valenciana	Duración media de los viajes	Valor absoluto	2018T1	2,43
10 Comunitat Valenciana	Duración media de los viajes	Valor absoluto	2017T4	3,03
10 Comunitat Valenciana	Duración media de los viajes	Valor absoluto	2017T3	5,89
10 Comunitat Valenciana	Duración media de los viajes	Valor absoluto	2017T2	2,83
10 Comunitat Valenciana	Duración media de los viajes	Valor absoluto	2017T1	2,68
10 Comunitat Valenciana	Duración media de los viajes	Valor absoluto	2016T4	2,99
10 Comunitat Valenciana	Duración media de los viajes	Valor absoluto	2016T3	5,99
10 Comunitat Valenciana	Duración media de los viajes	Valor absoluto	2016T2	2,91
10 Comunitat Valenciana	Duración media de los viajes	Valor absoluto	2016T1	3,8
10 Comunitat Valenciana	Duración media de los viajes	Valor absoluto	2015T4	3,11
10 Comunitat Valenciana	Duración media de los viajes	Valor absoluto	2015T3	6,82
10 Comunitat Valenciana	Duración media de los viajes	Valor absoluto	2015T2	3,33
10 Comunitat Valenciana	Duración media de los viajes	Valor absoluto	2015T1	3,24
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual	2021T2	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual	2021T1	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual	2020T4	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual	2020T3	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual	2020T2	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual	2020T1	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual	2019T4	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual	2019T3	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual	2019T2	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual	2019T1	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual	2018T4	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual	2018T3	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual	2018T2	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual	2018T1	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual	2017T4	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual	2017T3	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual	2017T2	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual	2017T1	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual	2016T4	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual	2016T3	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual	2016T2	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual	2016T1	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual	2015T4	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual	2015T3	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual	2015T2	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual	2015T1	""
10 Comunitat Valenciana	Duración media de los viajes	Acumulado en lo que va de año	2021T2	2,97
10 Comunitat Valenciana	Duración media de los viajes	Acumulado en lo que va de año	2021T1	3,66
10 Comunitat Valenciana	Duración media de los viajes	Acumulado en lo que va de año	2020T4	4,46
10 Comunitat Valenciana	Duración media de los viajes	Acumulado en lo que va de año	2020T3	4,93
10 Comunitat Valenciana	Duración media de los viajes	Acumulado en lo que va de año	2020T2	3,72
10 Comunitat Valenciana	Duración media de los viajes	Acumulado en lo que va de año	2020T1	3,34
10 Comunitat Valenciana	Duración media de los viajes	Acumulado en lo que va de año	2019T4	3,87
10 Comunitat Valenciana	Duración media de los viajes	Acumulado en lo que va de año	2019T3	4,09
10 Comunitat Valenciana	Duración media de los viajes	Acumulado en lo que va de año	2019T2	2,92
10 Comunitat Valenciana	Duración media de los viajes	Acumulado en lo que va de año	2019T1	2,94
10 Comunitat Valenciana	Duración media de los viajes	Acumulado en lo que va de año	2018T4	4,01
10 Comunitat Valenciana	Duración media de los viajes	Acumulado en lo que va de año	2018T3	4,23
10 Comunitat Valenciana	Duración media de los viajes	Acumulado en lo que va de año	2018T2	2,71
10 Comunitat Valenciana	Duración media de los viajes	Acumulado en lo que va de año	2018T1	2,43
10 Comunitat Valenciana	Duración media de los viajes	Acumulado en lo que va de año	2017T4	3,81
10 Comunitat Valenciana	Duración media de los viajes	Acumulado en lo que va de año	2017T3	4,04
10 Comunitat Valenciana	Duración media de los viajes	Acumulado en lo que va de año	2017T2	2,77
10 Comunitat Valenciana	Duración media de los viajes	Acumulado en lo que va de año	2017T1	2,68
10 Comunitat Valenciana	Duración media de los viajes	Acumulado en lo que va de año	2016T4	4,18
10 Comunitat Valenciana	Duración media de los viajes	Acumulado en lo que va de año	2016T3	4,55
10 Comunitat Valenciana	Duración media de los viajes	Acumulado en lo que va de año	2016T2	3,35
10 Comunitat Valenciana	Duración media de los viajes	Acumulado en lo que va de año	2016T1	3,8
10 Comunitat Valenciana	Duración media de los viajes	Acumulado en lo que va de año	2015T4	4,43
10 Comunitat Valenciana	Duración media de los viajes	Acumulado en lo que va de año	2015T3	4,77
10 Comunitat Valenciana	Duración media de los viajes	Acumulado en lo que va de año	2015T2	3,3
10 Comunitat Valenciana	Duración media de los viajes	Acumulado en lo que va de año	2015T1	3,24
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual del acumulado	2021T2	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual del acumulado	2021T1	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual del acumulado	2020T4	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual del acumulado	2020T3	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual del acumulado	2020T2	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual del acumulado	2020T1	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual del acumulado	2019T4	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual del acumulado	2019T3	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual del acumulado	2019T2	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual del acumulado	2019T1	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual del acumulado	2018T4	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual del acumulado	2018T3	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual del acumulado	2018T2	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual del acumulado	2018T1	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual del acumulado	2017T4	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual del acumulado	2017T3	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual del acumulado	2017T2	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual del acumulado	2017T1	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual del acumulado	2016T4	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual del acumulado	2016T3	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual del acumulado	2016T2	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual del acumulado	2016T1	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual del acumulado	2015T4	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual del acumulado	2015T3	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual del acumulado	2015T2	""
10 Comunitat Valenciana	Duración media de los viajes	Distribución porcentual del acumulado	2015T1	""
10 Comunitat Valenciana	Duración media de los viajes	Variación anual	2021T2	-46,44
10 Comunitat Valenciana	Duración media de los viajes	Variación anual	2021T1	9,6
10 Comunitat Valenciana	Duración media de los viajes	Variación anual	2020T4	-0,87
10 Comunitat Valenciana	Duración media de los viajes	Variación anual	2020T3	-0,59
10 Comunitat Valenciana	Duración media de los viajes	Variación anual	2020T2	67,05
10 Comunitat Valenciana	Duración media de los viajes	Variación anual	2020T1	13,5
10 Comunitat Valenciana	Duración media de los viajes	Variación anual	2019T4	-9,13
10 Comunitat Valenciana	Duración media de los viajes	Variación anual	2019T3	-4,69
10 Comunitat Valenciana	Duración media de los viajes	Variación anual	2019T2	-0,47
10 Comunitat Valenciana	Duración media de los viajes	Variación anual	2019T1	21,17
10 Comunitat Valenciana	Duración media de los viajes	Variación anual	2018T4	7,46
10 Comunitat Valenciana	Duración media de los viajes	Variación anual	2018T3	7,59
10 Comunitat Valenciana	Duración media de los viajes	Variación anual	2018T2	3,5
10 Comunitat Valenciana	Duración media de los viajes	Variación anual	2018T1	-9,57
10 Comunitat Valenciana	Duración media de los viajes	Variación anual	2017T4	1,53
10 Comunitat Valenciana	Duración media de los viajes	Variación anual	2017T3	-1,67
10 Comunitat Valenciana	Duración media de los viajes	Variación anual	2017T2	-2,83
10 Comunitat Valenciana	Duración media de los viajes	Variación anual	2017T1	-29,33
10 Comunitat Valenciana	Duración media de los viajes	Variación anual	2016T4	-3,98
10 Comunitat Valenciana	Duración media de los viajes	Variación anual	2016T3	-12,28
10 Comunitat Valenciana	Duración media de los viajes	Variación anual	2016T2	-12,71
10 Comunitat Valenciana	Duración media de los viajes	Variación anual	2016T1	17,27
10 Comunitat Valenciana	Duración media de los viajes	Variación anual	2015T4	""
10 Comunitat Valenciana	Duración media de los viajes	Variación anual	2015T3	""
10 Comunitat Valenciana	Duración media de los viajes	Variación anual	2015T2	""
10 Comunitat Valenciana	Duración media de los viajes	Variación anual	2015T1	""
10 Comunitat Valenciana	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2021T2	-20,32
10 Comunitat Valenciana	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2021T1	9,6
10 Comunitat Valenciana	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2020T4	15,29
10 Comunitat Valenciana	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2020T3	20,4
10 Comunitat Valenciana	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2020T2	27,32
10 Comunitat Valenciana	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2020T1	13,5
10 Comunitat Valenciana	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2019T4	-3,57
10 Comunitat Valenciana	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2019T3	-3,3
10 Comunitat Valenciana	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2019T2	7,84
10 Comunitat Valenciana	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2019T1	21,17
10 Comunitat Valenciana	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2018T4	5,32
10 Comunitat Valenciana	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2018T3	4,85
10 Comunitat Valenciana	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2018T2	-1,96
10 Comunitat Valenciana	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2018T1	-9,57
10 Comunitat Valenciana	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2017T4	-8,8
10 Comunitat Valenciana	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2017T3	-11,29
10 Comunitat Valenciana	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2017T2	-17,44
10 Comunitat Valenciana	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2017T1	-29,33
10 Comunitat Valenciana	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2016T4	-5,64
