Comunidad autónoma de residencia	Concepto turístico	Tipo de dato	Periodo	Total
Total	Viajes	Valor absoluto	2021T2	34.293.875
Total	Viajes	Valor absoluto	2021T1	15.220.538
Total	Viajes	Valor absoluto	2020T4	17.188.061
Total	Viajes	Valor absoluto	2020T3	46.136.493
Total	Viajes	Valor absoluto	2020T2	9.027.260
Total	Viajes	Valor absoluto	2020T1	29.172.048
Total	Viajes	Valor absoluto	2019T4	40.511.885
Total	Viajes	Valor absoluto	2019T3	61.116.470
Total	Viajes	Valor absoluto	2019T2	50.474.390
Total	Viajes	Valor absoluto	2019T1	41.771.971
Total	Viajes	Valor absoluto	2018T4	40.141.946
Total	Viajes	Valor absoluto	2018T3	64.572.164
Total	Viajes	Valor absoluto	2018T2	50.714.998
Total	Viajes	Valor absoluto	2018T1	40.650.361
Total	Viajes	Valor absoluto	2017T4	40.035.447
Total	Viajes	Valor absoluto	2017T3	63.991.444
Total	Viajes	Valor absoluto	2017T2	50.386.995
Total	Viajes	Valor absoluto	2017T1	39.275.402
Total	Viajes	Valor absoluto	2016T4	37.885.608
Total	Viajes	Valor absoluto	2016T3	60.983.296
Total	Viajes	Valor absoluto	2016T2	42.776.473
Total	Viajes	Valor absoluto	2016T1	40.305.465
Total	Viajes	Valor absoluto	2015T4	37.735.200
Total	Viajes	Valor absoluto	2015T3	58.315.777
Total	Viajes	Valor absoluto	2015T2	46.755.999
Total	Viajes	Valor absoluto	2015T1	32.663.764
Total	Viajes	Distribución porcentual	2021T2	100
Total	Viajes	Distribución porcentual	2021T1	100
Total	Viajes	Distribución porcentual	2020T4	100
Total	Viajes	Distribución porcentual	2020T3	100
Total	Viajes	Distribución porcentual	2020T2	100
Total	Viajes	Distribución porcentual	2020T1	100
Total	Viajes	Distribución porcentual	2019T4	100
Total	Viajes	Distribución porcentual	2019T3	100
Total	Viajes	Distribución porcentual	2019T2	100
Total	Viajes	Distribución porcentual	2019T1	100
Total	Viajes	Distribución porcentual	2018T4	100
Total	Viajes	Distribución porcentual	2018T3	100
Total	Viajes	Distribución porcentual	2018T2	100
Total	Viajes	Distribución porcentual	2018T1	100
Total	Viajes	Distribución porcentual	2017T4	100
Total	Viajes	Distribución porcentual	2017T3	100
Total	Viajes	Distribución porcentual	2017T2	100
Total	Viajes	Distribución porcentual	2017T1	100
Total	Viajes	Distribución porcentual	2016T4	100
Total	Viajes	Distribución porcentual	2016T3	100
Total	Viajes	Distribución porcentual	2016T2	100
Total	Viajes	Distribución porcentual	2016T1	100
Total	Viajes	Distribución porcentual	2015T4	100
Total	Viajes	Distribución porcentual	2015T3	100
Total	Viajes	Distribución porcentual	2015T2	100
Total	Viajes	Distribución porcentual	2015T1	100
Total	Viajes	Acumulado en lo que va de año	2021T2	49.514.414
Total	Viajes	Acumulado en lo que va de año	2021T1	15.220.538
Total	Viajes	Acumulado en lo que va de año	2020T4	101.523.862
Total	Viajes	Acumulado en lo que va de año	2020T3	84.335.802
Total	Viajes	Acumulado en lo que va de año	2020T2	38.199.309
Total	Viajes	Acumulado en lo que va de año	2020T1	29.172.048
Total	Viajes	Acumulado en lo que va de año	2019T4	193.874.716
Total	Viajes	Acumulado en lo que va de año	2019T3	153.362.831
Total	Viajes	Acumulado en lo que va de año	2019T2	92.246.362
Total	Viajes	Acumulado en lo que va de año	2019T1	41.771.971
Total	Viajes	Acumulado en lo que va de año	2018T4	196.079.470
Total	Viajes	Acumulado en lo que va de año	2018T3	155.937.524
Total	Viajes	Acumulado en lo que va de año	2018T2	91.365.360
Total	Viajes	Acumulado en lo que va de año	2018T1	40.650.361
Total	Viajes	Acumulado en lo que va de año	2017T4	193.689.289
Total	Viajes	Acumulado en lo que va de año	2017T3	153.653.841
Total	Viajes	Acumulado en lo que va de año	2017T2	89.662.397
Total	Viajes	Acumulado en lo que va de año	2017T1	39.275.402
Total	Viajes	Acumulado en lo que va de año	2016T4	181.950.842
Total	Viajes	Acumulado en lo que va de año	2016T3	144.065.234
Total	Viajes	Acumulado en lo que va de año	2016T2	83.081.938
Total	Viajes	Acumulado en lo que va de año	2016T1	40.305.465
Total	Viajes	Acumulado en lo que va de año	2015T4	175.470.741
Total	Viajes	Acumulado en lo que va de año	2015T3	137.735.541
Total	Viajes	Acumulado en lo que va de año	2015T2	79.419.764
Total	Viajes	Acumulado en lo que va de año	2015T1	32.663.764
Total	Viajes	Distribución porcentual del acumulado	2021T2	100
Total	Viajes	Distribución porcentual del acumulado	2021T1	100
Total	Viajes	Distribución porcentual del acumulado	2020T4	100
Total	Viajes	Distribución porcentual del acumulado	2020T3	100
Total	Viajes	Distribución porcentual del acumulado	2020T2	100
Total	Viajes	Distribución porcentual del acumulado	2020T1	100
Total	Viajes	Distribución porcentual del acumulado	2019T4	100
Total	Viajes	Distribución porcentual del acumulado	2019T3	100
Total	Viajes	Distribución porcentual del acumulado	2019T2	100
Total	Viajes	Distribución porcentual del acumulado	2019T1	100
Total	Viajes	Distribución porcentual del acumulado	2018T4	100
Total	Viajes	Distribución porcentual del acumulado	2018T3	100
Total	Viajes	Distribución porcentual del acumulado	2018T2	100
Total	Viajes	Distribución porcentual del acumulado	2018T1	100
Total	Viajes	Distribución porcentual del acumulado	2017T4	100
Total	Viajes	Distribución porcentual del acumulado	2017T3	100
Total	Viajes	Distribución porcentual del acumulado	2017T2	100
Total	Viajes	Distribución porcentual del acumulado	2017T1	100
Total	Viajes	Distribución porcentual del acumulado	2016T4	100
Total	Viajes	Distribución porcentual del acumulado	2016T3	100
Total	Viajes	Distribución porcentual del acumulado	2016T2	100
Total	Viajes	Distribución porcentual del acumulado	2016T1	100
Total	Viajes	Distribución porcentual del acumulado	2015T4	100
Total	Viajes	Distribución porcentual del acumulado	2015T3	100
Total	Viajes	Distribución porcentual del acumulado	2015T2	100
Total	Viajes	Distribución porcentual del acumulado	2015T1	100
Total	Viajes	Variación anual	2021T2	279,89
Total	Viajes	Variación anual	2021T1	-47,82
Total	Viajes	Variación anual	2020T4	-57,57
Total	Viajes	Variación anual	2020T3	-24,51
Total	Viajes	Variación anual	2020T2	-82,12
Total	Viajes	Variación anual	2020T1	-30,16
Total	Viajes	Variación anual	2019T4	0,92
Total	Viajes	Variación anual	2019T3	-5,35
Total	Viajes	Variación anual	2019T2	-0,47
Total	Viajes	Variación anual	2019T1	2,76
Total	Viajes	Variación anual	2018T4	0,27
Total	Viajes	Variación anual	2018T3	0,91
Total	Viajes	Variación anual	2018T2	0,65
Total	Viajes	Variación anual	2018T1	3,5
Total	Viajes	Variación anual	2017T4	5,67
Total	Viajes	Variación anual	2017T3	4,93
Total	Viajes	Variación anual	2017T2	17,79
Total	Viajes	Variación anual	2017T1	-2,56
Total	Viajes	Variación anual	2016T4	0,4
Total	Viajes	Variación anual	2016T3	4,57
Total	Viajes	Variación anual	2016T2	-8,51
Total	Viajes	Variación anual	2016T1	23,4
Total	Viajes	Variación anual	2015T4	""
Total	Viajes	Variación anual	2015T3	""
Total	Viajes	Variación anual	2015T2	""
Total	Viajes	Variación anual	2015T1	""
Total	Viajes	Variación anual del acumulado en lo que va de año	2021T2	29,62
Total	Viajes	Variación anual del acumulado en lo que va de año	2021T1	-47,82
Total	Viajes	Variación anual del acumulado en lo que va de año	2020T4	-47,63
Total	Viajes	Variación anual del acumulado en lo que va de año	2020T3	-45,01
Total	Viajes	Variación anual del acumulado en lo que va de año	2020T2	-58,59
Total	Viajes	Variación anual del acumulado en lo que va de año	2020T1	-30,16
Total	Viajes	Variación anual del acumulado en lo que va de año	2019T4	-1,12
Total	Viajes	Variación anual del acumulado en lo que va de año	2019T3	-1,65
Total	Viajes	Variación anual del acumulado en lo que va de año	2019T2	0,96
Total	Viajes	Variación anual del acumulado en lo que va de año	2019T1	2,76
Total	Viajes	Variación anual del acumulado en lo que va de año	2018T4	1,23
Total	Viajes	Variación anual del acumulado en lo que va de año	2018T3	1,49
Total	Viajes	Variación anual del acumulado en lo que va de año	2018T2	1,9
Total	Viajes	Variación anual del acumulado en lo que va de año	2018T1	3,5
Total	Viajes	Variación anual del acumulado en lo que va de año	2017T4	6,45
Total	Viajes	Variación anual del acumulado en lo que va de año	2017T3	6,66
Total	Viajes	Variación anual del acumulado en lo que va de año	2017T2	7,92
Total	Viajes	Variación anual del acumulado en lo que va de año	2017T1	-2,56
Total	Viajes	Variación anual del acumulado en lo que va de año	2016T4	3,69
Total	Viajes	Variación anual del acumulado en lo que va de año	2016T3	4,6
Total	Viajes	Variación anual del acumulado en lo que va de año	2016T2	4,61
Total	Viajes	Variación anual del acumulado en lo que va de año	2016T1	23,4
Total	Viajes	Variación anual del acumulado en lo que va de año	2015T4	""
Total	Viajes	Variación anual del acumulado en lo que va de año	2015T3	""
Total	Viajes	Variación anual del acumulado en lo que va de año	2015T2	""
Total	Viajes	Variación anual del acumulado en lo que va de año	2015T1	""
Total	Duración media de los viajes	Valor absoluto	2021T2	2,82
Total	Duración media de los viajes	Valor absoluto	2021T1	3,4
Total	Duración media de los viajes	Valor absoluto	2020T4	3,66
Total	Duración media de los viajes	Valor absoluto	2020T3	6,35
Total	Duración media de los viajes	Valor absoluto	2020T2	4,1
Total	Duración media de los viajes	Valor absoluto	2020T1	3,44
Total	Duración media de los viajes	Valor absoluto	2019T4	3,14
Total	Duración media de los viajes	Valor absoluto	2019T3	6,2
Total	Duración media de los viajes	Valor absoluto	2019T2	3,14
Total	Duración media de los viajes	Valor absoluto	2019T1	3,09
Total	Duración media de los viajes	Valor absoluto	2018T4	3,2
Total	Duración media de los viajes	Valor absoluto	2018T3	5,97
Total	Duración media de los viajes	Valor absoluto	2018T2	3,09
Total	Duración media de los viajes	Valor absoluto	2018T1	3,09
Total	Duración media de los viajes	Valor absoluto	2017T4	3,22
Total	Duración media de los viajes	Valor absoluto	2017T3	6,27
Total	Duración media de los viajes	Valor absoluto	2017T2	3,12
Total	Duración media de los viajes	Valor absoluto	2017T1	2,93
Total	Duración media de los viajes	Valor absoluto	2016T4	3,38
Total	Duración media de los viajes	Valor absoluto	2016T3	6,34
Total	Duración media de los viajes	Valor absoluto	2016T2	2,98
Total	Duración media de los viajes	Valor absoluto	2016T1	3,44
Total	Duración media de los viajes	Valor absoluto	2015T4	3,25
Total	Duración media de los viajes	Valor absoluto	2015T3	6,38
Total	Duración media de los viajes	Valor absoluto	2015T2	3,21
Total	Duración media de los viajes	Valor absoluto	2015T1	3,21
Total	Duración media de los viajes	Distribución porcentual	2021T2	""
Total	Duración media de los viajes	Distribución porcentual	2021T1	""
Total	Duración media de los viajes	Distribución porcentual	2020T4	""
Total	Duración media de los viajes	Distribución porcentual	2020T3	""
Total	Duración media de los viajes	Distribución porcentual	2020T2	""
Total	Duración media de los viajes	Distribución porcentual	2020T1	""
Total	Duración media de los viajes	Distribución porcentual	2019T4	""
Total	Duración media de los viajes	Distribución porcentual	2019T3	""
Total	Duración media de los viajes	Distribución porcentual	2019T2	""
Total	Duración media de los viajes	Distribución porcentual	2019T1	""
Total	Duración media de los viajes	Distribución porcentual	2018T4	""
Total	Duración media de los viajes	Distribución porcentual	2018T3	""
Total	Duración media de los viajes	Distribución porcentual	2018T2	""
Total	Duración media de los viajes	Distribución porcentual	2018T1	""
Total	Duración media de los viajes	Distribución porcentual	2017T4	""
Total	Duración media de los viajes	Distribución porcentual	2017T3	""
Total	Duración media de los viajes	Distribución porcentual	2017T2	""
Total	Duración media de los viajes	Distribución porcentual	2017T1	""
Total	Duración media de los viajes	Distribución porcentual	2016T4	""
Total	Duración media de los viajes	Distribución porcentual	2016T3	""
Total	Duración media de los viajes	Distribución porcentual	2016T2	""
Total	Duración media de los viajes	Distribución porcentual	2016T1	""
Total	Duración media de los viajes	Distribución porcentual	2015T4	""
Total	Duración media de los viajes	Distribución porcentual	2015T3	""
Total	Duración media de los viajes	Distribución porcentual	2015T2	""
Total	Duración media de los viajes	Distribución porcentual	2015T1	""
Total	Duración media de los viajes	Acumulado en lo que va de año	2021T2	3
Total	Duración media de los viajes	Acumulado en lo que va de año	2021T1	3,4
Total	Duración media de los viajes	Acumulado en lo que va de año	2020T4	4,86
Total	Duración media de los viajes	Acumulado en lo que va de año	2020T3	5,1
Total	Duración media de los viajes	Acumulado en lo que va de año	2020T2	3,59
Total	Duración media de los viajes	Acumulado en lo que va de año	2020T1	3,44
Total	Duración media de los viajes	Acumulado en lo que va de año	2019T4	4,09
Total	Duración media de los viajes	Acumulado en lo que va de año	2019T3	4,35
Total	Duración media de los viajes	Acumulado en lo que va de año	2019T2	3,12
Total	Duración media de los viajes	Acumulado en lo que va de año	2019T1	3,09
Total	Duración media de los viajes	Acumulado en lo que va de año	2018T4	4,06
Total	Duración media de los viajes	Acumulado en lo que va de año	2018T3	4,28
Total	Duración media de los viajes	Acumulado en lo que va de año	2018T2	3,09
Total	Duración media de los viajes	Acumulado en lo que va de año	2018T1	3,09
Total	Duración media de los viajes	Acumulado en lo que va de año	2017T4	4,14
Total	Duración media de los viajes	Acumulado en lo que va de año	2017T3	4,38
Total	Duración media de los viajes	Acumulado en lo que va de año	2017T2	3,03
Total	Duración media de los viajes	Acumulado en lo que va de año	2017T1	2,93
Total	Duración media de los viajes	Acumulado en lo que va de año	2016T4	4,29
Total	Duración media de los viajes	Acumulado en lo que va de año	2016T3	4,53
Total	Duración media de los viajes	Acumulado en lo que va de año	2016T2	3,2
Total	Duración media de los viajes	Acumulado en lo que va de año	2016T1	3,44
Total	Duración media de los viajes	Acumulado en lo que va de año	2015T4	4,27
Total	Duración media de los viajes	Acumulado en lo que va de año	2015T3	4,55
Total	Duración media de los viajes	Acumulado en lo que va de año	2015T2	3,21
Total	Duración media de los viajes	Acumulado en lo que va de año	2015T1	3,21
Total	Duración media de los viajes	Distribución porcentual del acumulado	2021T2	""
Total	Duración media de los viajes	Distribución porcentual del acumulado	2021T1	""
Total	Duración media de los viajes	Distribución porcentual del acumulado	2020T4	""
Total	Duración media de los viajes	Distribución porcentual del acumulado	2020T3	""
Total	Duración media de los viajes	Distribución porcentual del acumulado	2020T2	""
Total	Duración media de los viajes	Distribución porcentual del acumulado	2020T1	""
Total	Duración media de los viajes	Distribución porcentual del acumulado	2019T4	""
Total	Duración media de los viajes	Distribución porcentual del acumulado	2019T3	""
Total	Duración media de los viajes	Distribución porcentual del acumulado	2019T2	""
Total	Duración media de los viajes	Distribución porcentual del acumulado	2019T1	""
Total	Duración media de los viajes	Distribución porcentual del acumulado	2018T4	""
Total	Duración media de los viajes	Distribución porcentual del acumulado	2018T3	""
Total	Duración media de los viajes	Distribución porcentual del acumulado	2018T2	""
Total	Duración media de los viajes	Distribución porcentual del acumulado	2018T1	""
Total	Duración media de los viajes	Distribución porcentual del acumulado	2017T4	""
Total	Duración media de los viajes	Distribución porcentual del acumulado	2017T3	""
Total	Duración media de los viajes	Distribución porcentual del acumulado	2017T2	""
Total	Duración media de los viajes	Distribución porcentual del acumulado	2017T1	""
Total	Duración media de los viajes	Distribución porcentual del acumulado	2016T4	""
Total	Duración media de los viajes	Distribución porcentual del acumulado	2016T3	""
Total	Duración media de los viajes	Distribución porcentual del acumulado	2016T2	""
Total	Duración media de los viajes	Distribución porcentual del acumulado	2016T1	""
Total	Duración media de los viajes	Distribución porcentual del acumulado	2015T4	""
Total	Duración media de los viajes	Distribución porcentual del acumulado	2015T3	""
Total	Duración media de los viajes	Distribución porcentual del acumulado	2015T2	""
Total	Duración media de los viajes	Distribución porcentual del acumulado	2015T1	""
Total	Duración media de los viajes	Variación anual	2021T2	-31,27
Total	Duración media de los viajes	Variación anual	2021T1	-1,22
Total	Duración media de los viajes	Variación anual	2020T4	16,57
Total	Duración media de los viajes	Variación anual	2020T3	2,5
Total	Duración media de los viajes	Variación anual	2020T2	30,47
Total	Duración media de los viajes	Variación anual	2020T1	11,2
Total	Duración media de los viajes	Variación anual	2019T4	-1,87
Total	Duración media de los viajes	Variación anual	2019T3	3,8
Total	Duración media de los viajes	Variación anual	2019T2	1,87
Total	Duración media de los viajes	Variación anual	2019T1	0,12
Total	Duración media de los viajes	Variación anual	2018T4	-0,45
Total	Duración media de los viajes	Variación anual	2018T3	-4,72
Total	Duración media de los viajes	Variación anual	2018T2	-1,07
Total	Duración media de los viajes	Variación anual	2018T1	5,48
Total	Duración media de los viajes	Variación anual	2017T4	-4,96
Total	Duración media de los viajes	Variación anual	2017T3	-1,07
Total	Duración media de los viajes	Variación anual	2017T2	4,8
Total	Duración media de los viajes	Variación anual	2017T1	-14,79
Total	Duración media de los viajes	Variación anual	2016T4	4,17
Total	Duración media de los viajes	Variación anual	2016T3	-0,7
Total	Duración media de los viajes	Variación anual	2016T2	-7,33
Total	Duración media de los viajes	Variación anual	2016T1	7
Total	Duración media de los viajes	Variación anual	2015T4	""
Total	Duración media de los viajes	Variación anual	2015T3	""
Total	Duración media de los viajes	Variación anual	2015T2	""
Total	Duración media de los viajes	Variación anual	2015T1	""
Total	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2021T2	-16,66
Total	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2021T1	-1,22
Total	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2020T4	18,68
Total	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2020T3	17,42
Total	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2020T2	15,22
Total	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2020T1	11,2
Total	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2019T4	0,85
Total	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2019T3	1,53
Total	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2019T2	1,08
Total	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2019T1	0,12
Total	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2018T4	-1,93
Total	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2018T3	-2,28
Total	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2018T2	1,7
Total	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2018T1	5,48
Total	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2017T4	-3,46
Total	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2017T3	-3,21
Total	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2017T2	-5,13
Total	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2017T1	-14,79
Total	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2016T4	0,38
Total	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2016T3	-0,58
Total	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2016T2	-0,38
Total	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2016T1	7
Total	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2015T4	""
Total	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2015T3	""
Total	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2015T2	""
Total	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2015T1	""
Total	Pernoctaciones	Valor absoluto	2021T2	96.645.786
Total	Pernoctaciones	Valor absoluto	2021T1	51.693.146
Total	Pernoctaciones	Valor absoluto	2020T4	62.929.097
Total	Pernoctaciones	Valor absoluto	2020T3	293.170.232
Total	Pernoctaciones	Valor absoluto	2020T2	37.014.146
Total	Pernoctaciones	Valor absoluto	2020T1	100.295.749
Total	Pernoctaciones	Valor absoluto	2019T4	127.238.397
Total	Pernoctaciones	Valor absoluto	2019T3	378.888.595
Total	Pernoctaciones	Valor absoluto	2019T2	158.627.230
Total	Pernoctaciones	Valor absoluto	2019T1	129.153.915
Total	Pernoctaciones	Valor absoluto	2018T4	128.477.002
Total	Pernoctaciones	Valor absoluto	2018T3	385.672.944
Total	Pernoctaciones	Valor absoluto	2018T2	156.459.570
Total	Pernoctaciones	Valor absoluto	2018T1	125.529.721
Total	Pernoctaciones	Valor absoluto	2017T4	128.718.825
Total	Pernoctaciones	Valor absoluto	2017T3	401.122.793
Total	Pernoctaciones	Valor absoluto	2017T2	157.124.532
Total	Pernoctaciones	Valor absoluto	2017T1	114.982.692
Total	Pernoctaciones	Valor absoluto	2016T4	128.163.957
Total	Pernoctaciones	Valor absoluto	2016T3	386.402.420
Total	Pernoctaciones	Valor absoluto	2016T2	127.277.626
Total	Pernoctaciones	Valor absoluto	2016T1	138.480.507
Total	Pernoctaciones	Valor absoluto	2015T4	122.540.112
Total	Pernoctaciones	Valor absoluto	2015T3	372.115.182
Total	Pernoctaciones	Valor absoluto	2015T2	150.129.408
Total	Pernoctaciones	Valor absoluto	2015T1	104.886.097
Total	Pernoctaciones	Distribución porcentual	2021T2	100
Total	Pernoctaciones	Distribución porcentual	2021T1	100
Total	Pernoctaciones	Distribución porcentual	2020T4	100
Total	Pernoctaciones	Distribución porcentual	2020T3	100
Total	Pernoctaciones	Distribución porcentual	2020T2	100
Total	Pernoctaciones	Distribución porcentual	2020T1	100
Total	Pernoctaciones	Distribución porcentual	2019T4	100
Total	Pernoctaciones	Distribución porcentual	2019T3	100
Total	Pernoctaciones	Distribución porcentual	2019T2	100
Total	Pernoctaciones	Distribución porcentual	2019T1	100
Total	Pernoctaciones	Distribución porcentual	2018T4	100
Total	Pernoctaciones	Distribución porcentual	2018T3	100
Total	Pernoctaciones	Distribución porcentual	2018T2	100
Total	Pernoctaciones	Distribución porcentual	2018T1	100
Total	Pernoctaciones	Distribución porcentual	2017T4	100
Total	Pernoctaciones	Distribución porcentual	2017T3	100
Total	Pernoctaciones	Distribución porcentual	2017T2	100
Total	Pernoctaciones	Distribución porcentual	2017T1	100
Total	Pernoctaciones	Distribución porcentual	2016T4	100
Total	Pernoctaciones	Distribución porcentual	2016T3	100
Total	Pernoctaciones	Distribución porcentual	2016T2	100
Total	Pernoctaciones	Distribución porcentual	2016T1	100
Total	Pernoctaciones	Distribución porcentual	2015T4	100
Total	Pernoctaciones	Distribución porcentual	2015T3	100
Total	Pernoctaciones	Distribución porcentual	2015T2	100
Total	Pernoctaciones	Distribución porcentual	2015T1	100
Total	Pernoctaciones	Acumulado en lo que va de año	2021T2	148.338.932
Total	Pernoctaciones	Acumulado en lo que va de año	2021T1	51.693.146
Total	Pernoctaciones	Acumulado en lo que va de año	2020T4	493.409.224
Total	Pernoctaciones	Acumulado en lo que va de año	2020T3	430.480.127
Total	Pernoctaciones	Acumulado en lo que va de año	2020T2	137.309.895
Total	Pernoctaciones	Acumulado en lo que va de año	2020T1	100.295.749
Total	Pernoctaciones	Acumulado en lo que va de año	2019T4	793.908.137
Total	Pernoctaciones	Acumulado en lo que va de año	2019T3	666.669.739
Total	Pernoctaciones	Acumulado en lo que va de año	2019T2	287.781.144
Total	Pernoctaciones	Acumulado en lo que va de año	2019T1	129.153.915
Total	Pernoctaciones	Acumulado en lo que va de año	2018T4	796.139.237
Total	Pernoctaciones	Acumulado en lo que va de año	2018T3	667.662.235
Total	Pernoctaciones	Acumulado en lo que va de año	2018T2	281.989.291
Total	Pernoctaciones	Acumulado en lo que va de año	2018T1	125.529.721
Total	Pernoctaciones	Acumulado en lo que va de año	2017T4	801.948.843
Total	Pernoctaciones	Acumulado en lo que va de año	2017T3	673.230.018
Total	Pernoctaciones	Acumulado en lo que va de año	2017T2	272.107.225
Total	Pernoctaciones	Acumulado en lo que va de año	2017T1	114.982.692
Total	Pernoctaciones	Acumulado en lo que va de año	2016T4	780.324.511
Total	Pernoctaciones	Acumulado en lo que va de año	2016T3	652.160.554
Total	Pernoctaciones	Acumulado en lo que va de año	2016T2	265.758.133
Total	Pernoctaciones	Acumulado en lo que va de año	2016T1	138.480.507
Total	Pernoctaciones	Acumulado en lo que va de año	2015T4	749.670.798
Total	Pernoctaciones	Acumulado en lo que va de año	2015T3	627.130.686
Total	Pernoctaciones	Acumulado en lo que va de año	2015T2	255.015.504
Total	Pernoctaciones	Acumulado en lo que va de año	2015T1	104.886.097
Total	Pernoctaciones	Distribución porcentual del acumulado	2021T2	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2021T1	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2020T4	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2020T3	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2020T2	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2020T1	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2019T4	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2019T3	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2019T2	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2019T1	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2018T4	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2018T3	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2018T2	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2018T1	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2017T4	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2017T3	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2017T2	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2017T1	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2016T4	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2016T3	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2016T2	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2016T1	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2015T4	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2015T3	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2015T2	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2015T1	100
Total	Pernoctaciones	Variación anual	2021T2	161,11
Total	Pernoctaciones	Variación anual	2021T1	-48,46
Total	Pernoctaciones	Variación anual	2020T4	-50,54
Total	Pernoctaciones	Variación anual	2020T3	-22,62
Total	Pernoctaciones	Variación anual	2020T2	-76,67
Total	Pernoctaciones	Variación anual	2020T1	-22,34
Total	Pernoctaciones	Variación anual	2019T4	-0,96
Total	Pernoctaciones	Variación anual	2019T3	-1,76
Total	Pernoctaciones	Variación anual	2019T2	1,39
Total	Pernoctaciones	Variación anual	2019T1	2,89
Total	Pernoctaciones	Variación anual	2018T4	-0,19
Total	Pernoctaciones	Variación anual	2018T3	-3,85
Total	Pernoctaciones	Variación anual	2018T2	-0,42
Total	Pernoctaciones	Variación anual	2018T1	9,17
Total	Pernoctaciones	Variación anual	2017T4	0,43
Total	Pernoctaciones	Variación anual	2017T3	3,81
Total	Pernoctaciones	Variación anual	2017T2	23,45
Total	Pernoctaciones	Variación anual	2017T1	-16,97
Total	Pernoctaciones	Variación anual	2016T4	4,59
Total	Pernoctaciones	Variación anual	2016T3	3,84
Total	Pernoctaciones	Variación anual	2016T2	-15,22
Total	Pernoctaciones	Variación anual	2016T1	32,03
Total	Pernoctaciones	Variación anual	2015T4	""
Total	Pernoctaciones	Variación anual	2015T3	""
Total	Pernoctaciones	Variación anual	2015T2	""
Total	Pernoctaciones	Variación anual	2015T1	""
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2021T2	8,03
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2021T1	-48,46
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2020T4	-37,85
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2020T3	-35,43
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2020T2	-52,29
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2020T1	-22,34
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2019T4	-0,28
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2019T3	-0,15
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2019T2	2,05
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2019T1	2,89
